osm_id,osm_tip,ime,ulica,hisna_stevilka,mesto,telefon,spletna_stran,cuisine,zemljepisna_sirina,zemljepisna_dolzina
4729172192,node,Gostilna Pr' Matičku,Jezerska cesta,41,Kranj,+386 4 234 33 60,http://www.prmaticku.si,pizza,46.2472475,14.3685068
4770377133,node,Hiša Pod Gradom,Streliška ulica,10,Ljubljana,+38631484369,https://www.hisapodgradom.si/,local,46.0494298,14.5112451
4776770725,node,Verace,Streliška ulica,22,,+38616202448,https://www.verace.si/,italian_pizza,46.0472142,14.5140563
4777334410,node,Restavracija Jager,,,,,,,46.2333897,15.5630002
4800929070,node,Picerija Pr' Pavlet,Podpeška cesta,393,Notranje Gorice,,,,45.9866404,14.4008456
4816231221,node,Picerija Baron,Spodnje Bitnje,7a,,0038642313730,,,46.2075203,14.3341451
4824776621,node,BONA restavracija Pobrežje,Ulica Veljka Vlahovića,21,Maribor,+386 70 804 669,https://www.facebook.com/bona.restavracija,,46.5478085,15.6746429
4827639721,node,Kitajska palača,Focheva ulica,41,,+386 2 620 9618,http://www.kitajska-palaca.si/dostava/,chinese,46.5453705,15.6438561
4829218826,node,Restavracija Bohor,Kidričeva ulica,23,,+38635814100,https://www.bohor.si/,,46.2337639,15.6379524
4829218827,node,Amon,"Kozjanski park, Olimje, Podčetrtek,",23,,+38638182480,https://www.amon.si/,,46.1445767,15.5642295
4829295053,node,Restavracija Mozart,Stegne,7,Ljubljana,+386 1 511 3084,https://www.restavracija-mozart.si/,,46.0835565,14.4852771
4838493329,node,BAJSOVA DOMAČIJA,Kristan Vrh,40a,,+38659952718,,,46.2255728,15.5796877
4841339648,node,Tartini,Župančičeva ulica,6,Piran - Pirano,+38670228176,,fish,45.5271725,13.5688093
4841340023,node,Fritolin pri Cantini,Prvomajski trg,5,Piran - Pirano,,,seafood,45.5293666,13.5658236
4841949858,node,Turist,,,,,,,46.4262605,14.0893275
4853601262,node,Fast Food Veni,,,,,,,45.5358457,13.6603249
4856201268,node,Pop’s Pizza Sport,Breg,2,Ljubljana,+386 5 997 4780,https://pizza.thepopsplace.com/,pizza,46.0476252,14.5051994
4858595503,node,Okrepčevalnica Barka,Ulica svobode,9,Piran - Pirano,,,,45.5280484,13.569056
4859752964,node,Gostilna Matjaž,,,,,,,46.2283038,15.2627178
4862147885,node,Pri podkvi,Trg svobode,1,Kamnik,,,,46.2251003,14.6123046
4874488780,node,Bistro FTP,Tehnološki park,22a,Ljubljana,,www.bistroftp.si,regional,46.0506839,14.4595823
4881280300,node,Winners Lounge,Dunajska cesta,154,Ljubljana,,https://www.austria-trend.at/,,46.0819647,14.5137207
4881325297,node,Špageterija in pizzerija Koper,Gubčeva ulica,3,Celje,,https://www.pizzeria-koper.si/,,46.2287898,15.2661537
4884432330,node,Pergola,,,,,,,45.533526,13.6503148
4891972656,node,Bar Grad Štanjel,,,,,,,45.8236219,13.8448696
4896724002,node,Lunch at the Ranch,Industrijska cesta,2,Ljubljana,031557557,,balkan,46.0669262,14.5397069
4910452722,node,Restavracija in pizzerija Center,Alpska cesta,58,Lesce,+386 4 531 80 76,https://www.restavracija-center.com/,balkan;barbecue;pizza;regional,46.3631521,14.1585597
4917493521,node,Slovenska Hiša,Krojaška ulica,,,,,breakfast;coffee_shop;local,46.049588,14.5057681
4926270562,node,Restavracija Camp Velenje,Cesta Simona Blatnika,27,Velenje,,https://camp-velenje.com/restavracija/,,46.3696266,15.0865149
4931400528,node,Erasmus - Restavracija in pivnica,,,,,,,45.772019,14.1928217
4947149721,node,Pizzeria Napoli,,,,,,,46.4843524,13.7824442
4955245184,node,Hon Kong II,,,,,,,46.1938493,14.5471895
4958768688,node,Pinela,Obala,99a,Lucija / Lucia,,,,45.5068222,13.6004575
4958768689,node,Pizzeria Porto Konoba,Obala,99,Lucija / Lucia,,,italian;seafood;pasta;meat,45.5068692,13.6003422
4958996393,node,Stara Oljka,,,,,,,45.5123456,13.5948575
4964171806,node,Baščaršija,Carpacciov trg / Piazza Vittore Carpaccio,6,Koper / Capodistria,+386 820 18166,,regional,45.5478394,13.7260073
4964735488,node,Menza BF,Večna pot,111,Ljubljana,,,international,46.0510766,14.46985
4965401294,node,Beach Bar Barbara,,,,,,pizza,45.5252935,13.5827778
4966209554,node,Fat rabbit,Čevljarska ulica / Via Calegaria,36,Koper / Capodistria,+38631645595,https://www.marende.si/ponudnik.php?id=121,chicken;indian;international;italian;mediterranean,45.5466284,13.7290322
4967038755,node,Okrepčevalnica in pizzerija Levada,,,,,,pizza;regional,45.7247189,13.8157073
4979803341,node,Chada tajska kuhinja & bar,Pristaniška ulica / Via del Porto,35,Koper / Capodistria,+386 590 25501,,thai,45.545372,13.7281098
4982498446,node,Marley & me,Stari trg,9,Ljubljana,,,,46.0478788,14.5062941
4982503583,node,Maus,Gallusovo nabrežje,27,Ljubljana,,,tea;wine;cocktails,46.0471255,14.5060998
4982505972,node,Namaste,,,,,,indian,46.0471042,14.5051554
4982510156,node,Antico,,,,,,,46.0473498,14.5064374
4986972298,node,Štrukelj,,,,,,,46.1285312,13.9876795
4990230631,node,Restavracija Vulkan,,,,,,,46.0981265,14.5295834
4999659267,node,Camp Restaurant Bohinj,Ukanc,5,,,https://www.camp-bohinj.si/,pizza,46.2788893,13.8374653
4999830015,node,Dvor Jezeršek,Zgornji Brnik 63,63,,,,,46.2358813,14.4867021
5003247822,node,Restavracija Strelec,Grajska planota,1,Ljubljana,,https://www.restavracija-strelec.si,,46.04898,14.5091924
5012440741,node,Bro'Sis Bar & Restaurant,Tyrševa ulica,3,Maribor,+386 70503300,https://brosis.si/,,46.560657,15.646495
5030344721,node,Turistična kmetija Pri Živcovih,Skopo,24,Dutovlje,,https://pri-zivcovih.com/,,45.7731823,13.8236676
5032110621,node,El toro grill,Pristaniška ulica / Via del Porto,2,Koper / Capodistria,,,regional;barbecue,45.5462066,13.7255687
5037589799,node,Restavracija Terano,,,,,,,46.5359709,15.6024511
5039724437,node,Makao,,,,,,chinese,45.7739831,14.2105637
5052048221,node,Vino & Ribe,Stari trg,28,,,,fish;seafood,46.0471828,14.5063588
5052944758,node,Pizzerija in špageterija Roma,Kardeljeva cesta,73,Maribor,+386 2 332 1515,https://www.pizzerija-roma.si/,pizza;spaghetti;pasta,46.5415865,15.6334749
5053101018,node,Kmečki turizem Bezek,Šepulje,7,Sežana,+386 (0)5 7642096,http://www.kmeckiturizembezek.si/,,45.7509736,13.8684868
5053101921,node,Domačija Šajna,,4,Sežana,+386 5 7641096,http://www.sajna.si/,fish;regional,45.7506393,13.8686833
5061729585,node,Gostilnica Malteški hram,Grajski trg,,Polzela,,,"alla_card,_lunch,dessert,",46.2804442,15.0726387
5065162655,node,Postaja Poljana,Robič,24,Kobarid,+386 (0)5 9947532,,regional,46.2177582,13.4976693
5068883281,node,Restavracija Interspar Vič,,,,,https://www.spar.si/sl_SI/aktualno/restavracija-interspar.html,,46.0393966,14.4763403
5082926744,node,Gostilna plac pod Bočem,,,,,,,46.3081768,15.576741
5133711136,node,Bor Bar,Tržaška cesta,2,Postojna,+386 (0)5 726 42 30,,,45.7749894,14.2121524
5140328352,node,Sedem (7),Cafova ulica,7,,+386 2 62 11 412,https://sedem.si/,,46.5614607,15.655244
5147815942,node,Restavracija XXXL Maribor,Tržaška cesta,33,Maribor,,https://www.xxxlesnina.si/,regional,46.5315021,15.6468396
5147822437,node,Restavracija XXXL Ljubljana,Cesta na Bokalce,40,Ljubljana,,https://www.xxxlesnina.si/,regional,46.0524134,14.4500051
5167481722,node,Taverna Tatjana,Gornji trg,38,,,,,46.0455301,14.5091801
5167485921,node,Libanonske Meze,Trubarjeva cesta,45,Ljublijana,,http://www.libanonskemeze.si/,lebanese,46.0525243,14.511585
5178974885,node,Al Capone,,,,,,,46.553637,15.652315
5178974893,node,Takos,,,,,,,46.5537993,15.652079
5178974899,node,Un Momento,,,,,,pizza,46.5543157,15.6524947
5187145221,node,Osha,Trubarjeva cesta,40,Ljubljana,+386 40282713,,vietnamese,46.0524437,14.5110452
5188402235,node,Žmoht,Zaloška cesta,55,Ljubljana,,,international,46.056139,14.5346754
5194417111,node,Gostilna Racman,,19b,Brežice,,,,45.9274833,15.5956533
5209915582,node,Gostilna Jakomin,,3,Gračišče,,,regional,45.5193001,13.8703664
5212475325,node,Gostilna Pri Damah,Ljubljanska ulica,4,Maribor,+386 68 611 019,http://www.kooperativa-dame.si/,,46.553594,15.6463703
5225490214,node,Alexander Bistro,Glavni Trg,11,Maribor,,https://www.facebook.com/alexanderbistro/,breakfast;brunch,46.5578258,15.6450899
5225491949,node,Restavracija Park,Pri Parku,5,,+386 31 398 461,http://restavracija-park.com/,,46.5638757,15.6471558
5225491973,node,S sushi,Jurčičeva ulica,5,Maribor,,,,46.5591683,15.6468567
5226810750,node,Poper,Glavni Trg,8,Maribor,,,,46.5577713,15.6443464
5235619753,node,Verace picerija,Ulica Vita Kraigherja,3,Maribor,+386 2 620 9733,https://www.verace.si/,pizza,46.5593398,15.6504965
5238130540,node,Gostilna Grad Prestranek,,,,,,,45.7322874,14.1734777
5262113236,node,Picerija in špageterija Cubus,Podbevškova ulica,11,Novo mesto,,,pizza;italian,45.8044012,15.195592
5290495346,node,Pizzeria Maxi - dostava pic,Bantanova ulica,20,Maribor,+386 2 480 1336,https://www.pizzeria-maxi.si,pizza,46.5443676,15.6765917
5298537967,node,Restavracija Tartuf,Mali trg,3A,,,https://gostilnatartuf.godaddysites.com/,regional,46.0521612,14.5071623
5316982836,node,Oštarija Peglez'n,,,,+386 4 5744218,,,46.3663566,14.1082075
5322648294,node,Travnar - kmečki turizem,,,,,,regional,46.0324294,14.716579
5324382521,node,Baščaršija,Trubarjeva cesta,52,Ljubljana,,https://www.bascarsija.si/ljubljanatrubarjeva-slo,bosnian,46.0522813,14.5124952
5335825045,node,Restavracija 3 faze,Vetrinjska ulica,2,,,,,46.5579594,15.647817
5415875970,node,Al Yasmin,Slovenska cesta,56,Ljubljana,+386 1 292 60 65,https://sufret-beirut.si,lebanese,46.0562254,14.5063237
5416062767,node,Julia,,,,+38673059487,,pizza,45.6456087,15.3169169
5416806963,node,Pizzeria Pri Roku,Levstikov trg,3,velike Lašče,017881563,https://okrepcevalnica-pizzeria-pri-roku-andreja.business.site/,pizza;regional;sandwich,45.8337119,14.6368845
5433687742,node,Skipass,,,,,,,46.4872239,13.7872024
5470097322,node,"Mornarček, ribja kantina",Pristaniška ulica / Via del Porto,2,Koper / Capodistria,,,seafood;mediterranean,45.5464819,13.7257828
5484602268,node,Sivi Čaven,Potoče,6,Dobravlje,+386 5 368 81 08,,,45.8887807,13.8204937
5499889697,node,Mr. Falafel,Gosposka ulica,30,Maribor,+38640785784,https://www.mr-falafel.si/,middle_eastern,46.5599526,15.6467236
5511265702,node,Kitajska restavracija Beijing,Tržaška cesta,543,Brezovica pri Ljubljani,,,chinese,46.0237333,14.4126638
5511410555,node,Gostilna Pr' Kopač,Tržaška cesta,418,Brezovica pri Ljubljani,+386 51 406 777,https://pr-kopac.com,regional,46.0243635,14.4163412
5533868489,node,Restavracija Pomaranča,Ob Dravi,3A,Ptuj,,,pizza;pasta;salad;barbecue;ice_cream,46.4146902,15.8669625
5538513787,node,Majolka,,,,,,,45.9396743,15.4900219
5554576549,node,Splavar,,,,,,regional,45.905811,15.5919968
5554958104,node,Gostilna Budič,Zagrebška cesta,9,Brežice,,,regional,45.8926778,15.6024829
5556612434,node,Naša hiša,Gallusovo nabrežje,31,Ljubljana,+38614254251,,,46.0468516,14.5060808
5599222625,node,Gostišče Mašun,Mašun,1,Knežak,+386 51 661 611,http://www.masun.si/,game;dessert,45.6279853,14.3662342
5602818807,node,Taverna Carrarro,,,,+38634267072,,,46.246361,15.2708506
5626765122,node,Čarman,,,,,,,46.3603037,14.0997089
5641350214,node,Morski Konjiček,,,,,,,45.6523745,14.1638786
5648161725,node,Capriccio,Ciril-Metodov trg,14,Ljubljana,,,italian;pizza,46.0504407,14.5080196
5654315047,node,Pizzeria Verdi,Dravska ulica,8,Maribor,+386 2 250 8120,https://pizzeria-verdi.si/index.html,pizza,46.5568555,15.6453305
5687635021,node,Gostilna pri Hrvatu,srednja vas V Bohinju 76,76,,,https://prihrvatu.si/,regional,46.2973875,13.9253747
5693296919,node,Vučko gril Maribor,Preradovičeva ulica,24,Maribor,+386 70 488 661,https://www.facebook.com/sarajevskarestavracijavucko/,barbecue;balkan,46.5531874,15.628252
5699202678,node,Dobro Jutro Vietnam,Slovenska ulica,15,Maribor,,https://www.facebook.com/Dobro-Jutro-Vietnam-139139806790664/,vietnamese,46.5602933,15.6460474
5731143560,node,Bujol,Verdijeva ulica,10,,,,fish,45.5382263,13.6581087
5736665159,node,Menza FE,Tržaška cesta,25,Ljubljana,,https://www.fe.uni-lj.si/o_fakulteti/restavracija/tedenski_meni/,,46.0449729,14.489226
5741903408,node,Restavracija Firbc' Okn,Cesta Ste Marie aux Mines,11,Tržič,+386 591 33333;+386 70 899 599,,,46.3552278,14.29544
5745255960,node,Minutka,Ljubljanska cesta,11,Postojna,+386 31 851 371,https://www.facebook.com/pages/Pizzeria-Minutka/202470873235463,regional,45.7762734,14.2153392
5759336322,node,pr Mrtinet,Luče,45,,,,,45.9264064,14.7254695
5762279606,node,London Street Food,Strossmayerjeva ulica,26,Maribor,+386 31 474 690,https://www.facebook.com/londonstreetfood/,,46.5606354,15.6423882
5770323660,node,Orange,,,,,,,46.3597989,15.1048568
5770361569,node,Pizzeria Picadilly,Stari Trg,35,Velenje,,,pizza;pasta;steak;salad,46.3585599,15.1078211
5773162629,node,Tunaholic,Ciril-Metodov trg,16,,,,fish,46.0503773,14.507756
5773415515,node,Nono - Pizza grill bovec,Industrijska cona,6,Bovec,+386-70-311-611,,,46.3388333,13.5625514
5782003628,node,Pri Jerneju,,,,,,regional;mexican,45.8438395,15.3380678
5786647647,node,Kamp Nadiža,,,,,,regional,46.2428947,13.4562164
5793596395,node,Mehiška restavracija Mexico 1867,,,,+38614382450,,,46.0626408,14.499149
5805113480,node,Kitajska restavracija Happy garden,Zgornje Bitnje,100a,Žabnica,+38631866245,http://www.happy-garden.si/,chinese,46.2211529,14.3319535
5813206386,node,Bistro Rudi,Betnavska cesta,122,Maribor,,,,46.5384252,15.6357725
5834507632,node,Okrepčevalnica Lazna,,10,Trnovo pri Gorici,,,,46.0386621,13.805788
5837124968,node,Restavracija Koral,,,,,,,45.5387307,13.6577768
5839953684,node,Okrepčevalnica Valvazorjev Hram,,,,,,,45.7936573,14.3626171
5858725769,node,Pizzerija ŠTOK,,,,+386 2 444 35 12,,,46.5998572,15.1643387
5858932630,node,Arroi Restaurant,,,,+386 4174 5746,https://www.arroi.si,asian;sushi;thai,46.3673204,14.1089515
5859451186,node,Pr’ Pristavc Gostlina in Pizzerija,Polje,18,,+38640384977,https://www.prpristavc.com/,,46.2679511,13.9098573
5865985179,node,Burin,,,,,,pizza,45.5185122,13.5686666
5874111119,node,Raceland,Pesje,30,Krško,+386 41 379 333,https://raceland.si/,,45.9298759,15.5351752
5878084318,node,Kmečki turizem pri Mlinu,Branik,206,,+386 5 3057356,,regional,45.859413,13.7814608
5885504973,node,Zidanica Opara,,,,,,regional,45.9224252,15.0822517
5890150616,node,Gostilnica Pr' noni,Neblo,1,Dobrovo v Brdih,+386 5 3045035,,regional,46.0054135,13.5022587
5891643293,node,Bužinel,Plešivo,37a,Dobrovo v Brdih,,,fish,45.9821533,13.5044685
5964707134,node,Žolnir,Krška cesta,4,kostanjevica,,,regional,45.8509277,15.4199287
6003538991,node,Kmetija odprtih vrat Na Kurenu,,97,Vrhnika,+386 41 350 670,,regional;balkan,45.9789581,14.2659523
6016289206,node,Istrian bistro & Tapas bar,,,,,https://www.lifeclass.net/en/gastronomy/restaurants/istrian-bistro-tapas-bar/,regional,45.5142298,13.5895198
6018159701,node,Pizzeria Nakala,Obala,16b,,,,pizza,45.5138576,13.5927265
6018164614,node,GRILL Restaurant & Terrace,Ljubljanska cesta,6,Bled,+386 4 620 41 26,https://www.grill-bled.com,local;grill,46.367269,14.1104928
6022737784,node,Club Smeha,,,,,,,46.0530072,14.5078645
6064320885,node,Gostilna SKRT,Most na Soči,62,,"0038653887025, 0038641520989",https://gostilnaskrt.wordpress.com/,italian;local,46.1523586,13.7419171
6070501638,node,Gostilna Grgič,Orleška cesta,8,Sežana,+386 5 7301 650,https://www.grgic.si/,regional,45.703547,13.8695764
6086155862,node,Turistična kmetija Mahnič,Grahovo Brdo,1,Sežana,,https://www.kmetija-mahnic.si,regional,45.7462835,13.8957155
6114851170,node,Gostilna na letališču,Prečna,46,Novo mesto,,,,45.8114374,15.1142479
6117738669,node,Picerija Mačkovec,Gregoričeva ulica,2,Novo mesto,,,pizza,45.8252591,15.1898155
6140717379,node,Pizzeria Hitri Gonzales,Na Poljanah,18,,+386 7 044 7744,https://www.facebook.com/pizzahitrigonzales/,,46.5526686,15.6290174
6163743526,node,La Cantina - Center,Vetrinjska ulica,30,Maribor,+386 2 614 5614,http://la-cantina.si/,,46.55935,15.6481455
6175198541,node,Ngon,Glavni trg,17b,,040146511,https://www.ngon.si/,vietnamese,46.5576522,15.6462879
6237955731,node,Bistro Švicarija,Pod turnom,4,Ljubljana,+386 51 350750,https://www.bistro-svicarija.si/,,46.05521,14.4920666
6272003855,node,Etno,Dolga Brda,32,Prevalje,,,,46.5666152,14.8411239
6339240343,node,Gostilna Grill,Ulica kozjanskih borcev,18,Brežice,,,burger;regional;steak_house,45.9142039,15.5933642
6343244319,node,Dobrote vzhoda,Celovška cesta,69a,Ljubljana,+386 1 514 30 69,http://www.dobrotevzhoda.si/,chinese,46.0637392,14.4938884
6345486244,node,Berdnik,Cesta bratov Milavcev,39,Brežice,,,,45.9122297,15.5903944
6404729886,node,Moji Štruklji,Adamič-Lundrovo nabrežje,1,Ljubljana,,,regional;sausage,46.0513018,14.507719
6407302187,node,Kantina Gradela in pizerija,Obala,26,,+38641639166,,pizza;international,45.5084558,13.5957743
6439336085,node,Ramen by Maru,Gosposka ulica,4,Ljubljana,+38631555404,,noodle,46.0485688,14.5040341
6444610086,node,Bicikl,,,,,,,46.7134472,15.8926901
6499496889,node,Turistična kmetija pri Rjavčevih,Šempas,158,,+386 (05) 3088659,http://www.rjavcevi.si,,45.9293848,13.7426511
6525451879,node,Tia's pizza,Cesta 24. junija,25,Ljubljana - Črnuče,+386 70 776 601,,pizza,46.0963654,14.5269561
6536700632,node,Gostišče pod roglo,Boharina,2,Zreče,+ 386 37 576 800,http://gostiscepodroglo.si/,burger;pizza;regional,46.3922643,15.3738408
6540686128,node,"Predjamska gostilnica ""Predjamka""",,3,Postojna,+386 81 6 03885,https://www.facebook.com/predjamka/,,45.8148942,14.1277565
6561280020,node,mlada lipa,Lackova cesta,76,Maribor,+386 41 610 460,https://www.mladalipa.si/,,46.5405598,15.6073827
6572141293,node,Gostilna Podfarovž,Ulica Ivana Ščeka,2,Vipava,0038653665217,https://www.podfarovz.si/,regional,45.8458246,13.9634644
6595222394,node,Amrod,,,,,,,46.5247975,16.0547828
6627203724,node,La Cantina,Ulica Staneta Žagarja,2b,Radovljica,,,,46.3482052,14.1701655
6633529671,node,Snack Bar 1964,Istrska cesta,67,Koper - Capodistria,+386 31343111,http://snackbar.si/,burger;sandwich;chicken;american;international,45.5456769,13.7103849
6660476595,node,Felix,Mala vas,16,Bovec,+386 5 388 67 33;+386 51 793 606,,burger,46.3395836,13.5554244
6660626115,node,Restaurant Kamp Lazar,,,,,,local,46.2550372,13.5864924
6668086038,node,Restavracija Blejski grad,,,,,,,46.3697049,14.1006284
6672706097,node,Jadro,Vodnikov trg,5,Ljubljana,,,,46.0505723,14.5091978
6681673707,node,Okerepcevalnica Britof,,6,Kanal,+386 (0)5 6209875,,mediterranean,46.0981112,13.584301
6694619185,node,Kastrola,Kolodvorska ulica,,,,,,46.0548787,14.5093755
6705358494,node,Izletniška kmetija Pr' Blaj,Dragovšek,4,Šmartno pri Litiji,,,regional,46.0447729,14.7870197
6705358495,node,Izletniška kmetija na Hribčku,Velika Štanga,17,Šmartno pri Litiji,,https://www.nahribcku.si/index.html,regional,46.0427346,14.7703029
6705358497,node,Bistro Valvasor,Valvazorjev trg,3,,,,pizza;regional,46.0564655,14.8290567
6746937385,node,Penzion Špenko,,,,,,regional,46.2253267,14.6132373
6750905796,node,Velun,Šalek,24A,Velenje,,,pizza,46.3615171,15.12569
6757633386,node,Gostilna pri Škafarju,,,,,,,46.0003988,14.0211318
6766879820,node,Gostilna Winkler,,36,Trnovo pri Gorici,+386 5 3074037,https://hoteliwinkler.com,regional,46.0144899,13.7928046
6773130220,node,Izletniška kmetija pri Ukovih,,65,Trnovo pri Gorici,+386 31 508 053,,regional,46.0051466,13.7979148
6776872485,node,El Patrón,Gornji trg,23,Ljubljana,+386-590-231-35,https://www.elpatron.si,mexican;tacos,46.0463498,14.5082282
6796857229,node,Gostilna pri Mostu,Vojkova ulica,2,Deskle,05 305 25 23,,,46.0401472,13.5878277
6841317131,node,Restaurant 2864,,,,,,,46.2727061,13.956766
6847967730,node,Roza slon Bežigrad,,,,,http://www.rozaslon.si/lokacije/#beigrad-,thai,46.0750691,14.5110253
6847999274,node,Restavracija 123,,,,,,,46.0743941,14.5109662
6848097165,node,Suwon Korean Bunsik Bistro,,,,,,korean,46.0734879,14.5107391
6848124637,node,Barbado,,,,,,,46.0742529,14.512205
6853620479,node,Mahnič,,12,Matavun,,,mediterranean,45.663173,13.9894767
6883217862,node,Stara krška picerija,,,,,,pizza,45.9621287,15.4859966
6895579885,node,Pizzeria Piccola,Gornji trg,20,,,,pizza,46.0461535,14.5083226
6896872493,node,Pension Rožič,Ribčev Laz,42,Bohinjsko jezero,+386 4 5723 393,https://www.pensionrozic-bohinj.com/,,46.2762342,13.8897463
6898528174,node,Zbornica,Rimska cesta,13,Ljubljana,+38640583355,https://www.zbornicabar.com/,burger;hot_dog;sandwich,46.0473481,14.5000614
6913903733,node,Štirica,,,,,,donut;krof,45.9432573,15.4855684
6913903742,node,Anton,,,,,,,45.942726,15.477472
6913903743,node,Fontana,,,,,,pizza,45.9636644,15.4862459
6913903744,node,Apolon,,,,,,,45.9639472,15.4864582
6920443944,node,Izletniška kmetija Lokan,Lepa Njiva,62A,,,,,46.3784922,14.9841794
6985772846,node,Muzej kulinarike,,,,+38657391919,https://www.lipica.org/sl/restavracija-gratia/,regional,45.6672654,13.8805926
7096160205,node,Vila Pohorje,Francetova cesta,2,,+386 30 653 262,,,46.510312,15.0803889
7103267087,node,Hotel Vandot,,,,,,,46.4849,13.7866555
7105241384,node,Bistro Maha,Nazorjeva ulica,3,Ljubljana,+386 31 884844,https://bistromaha.si,,46.0525068,14.5048649
7105284022,node,Retro 1976,Gortanov trg / Piazza Vladimir Gortan,12,Koper / Capodistria,+38651696999,,coffee_shop;pancake;savory_pancakes,45.546364,13.728733
7105284023,node,Labirint,Čevljarska ulica / Via Calegaria,9,Koper / Capodistria,+386 82057350,https://www.marende.si/ponudnik.php?id=66,european,45.5475382,13.7298946
7112787180,node,Roza slon,,,,,,thai,46.0574762,14.5090473
7142576175,node,Gostilna in picerija Grapa,Sveti Lenart,52,Selca,+386 41 541 575,,italian,46.1830516,14.1910678
7142897390,node,Gostišče Kos,,,,,,,46.0031539,14.0278754
7143351256,node,Izletniška kmetija Bajda,,,,+386 41 887 995,http://bajda.si,,46.0850432,15.0247314
7154692194,node,Domačija Malik,Slap,9,Vipava,,,,45.8404336,13.9353837
7165998652,node,Pizzeria Peruzza,,,,+386 41 779 977,https://www.facebook.com/pg/pizzeriaperuzza,pizza,46.0248877,14.526898
7199717974,node,Antica,Kolodvorska cesta,2,Grosuplje,,https://antica.si/,pizza,45.95701,14.6545828
7201833188,node,Gostilna Murko,,,,,,,45.9664283,15.4853515
7242496602,node,Bistro Lük,Murkova Ulica,5,Ptuj,,,,46.4198271,15.8706333
7273811169,node,JB Streetfood,Bazoviška ulica,4,Nova Gorica,+386 51 415 637,https://www.facebook.com/jbstreetfood/,,45.9558845,13.6406701
7289717907,node,Taco Polako,Gosposvetska cesta,5,Ljubljana,+386 30 733 167,,mexican;international,46.0549297,14.5035154
7403419527,node,Gostilna pri Katrin,,102,Komen,,,regional,45.8015531,13.7113407
7446990203,node,Raw Pasta,Trubarjeva cesta,43,Ljubljana,,http://rawpasta.it/,italian,46.052707,14.5114304
7447000238,node,Burger Time,Trubarjeva cesta,47,Ljubljana,+386 40 540 038,https://www.burgertime.si/,burger;american,46.0525615,14.5117328
7471895021,node,Behar,,,,,,bosnian,46.0612759,14.502373
7619962428,node,Restavracija Kodila,,,,,,,46.6836463,16.1628694
7656361066,node,Štoria,,,,,,mediterranean;pizza,45.5463638,13.7256186
7692305110,node,Gostilna pri Tinetu,Gortanov trg / Piazza Vladimir Gortan,14,Koper / Capodistria,,,mediterranean,45.546222,13.7284262
7703054286,node,Pastirski stan Gradišekovih,,55,Stahovica,+38631866237,https://koca.si/pastirski-stan-gradisekovih/,regional,46.2951638,14.6503265
7729057285,node,Art Cafe,,,,+386 4 576 71 79,https://www.artcafe.si,,46.3702561,14.1068592
7772246587,node,Cafe Libero,Gradnikova ulica,20,,+38653051155,https://www.barlibero-kanal.si/,italian_pizza;local,46.0892927,13.6360711
7801779185,node,Gostilna Perla,,,,+38631210654,,fish,45.5387801,13.6580692
7807487278,node,Okrepčevalnica Zadružnik,Solčava,18,Solčava,+386 31 693 604,https://www.facebook.com/Okrep%C4%8Devalnica-zadru%C5%BEnik-373137469524234/,,46.4195554,14.6927252
7809389380,node,Ribja kantina »Fritolin«,Obala,53,,,,seafood,45.5131452,13.5949863
7810973198,node,Kralj Matjaž,,,,,,pizza,45.8031774,15.170391
7810993474,node,Gostišče na trgu,Glavni trg,30,Novo mesto,,,,45.8039647,15.1693713
7812860485,node,Hallo Leskovac,,,,,,,46.0464312,14.506528
7814959585,node,Gostilnica in pizzeria Lovski dom Bled,Grajska cesta,59,Bled,+386 591 65415,https://www.grajskapreza.si/,barbecue;noodles;pasta;pizza;regional,46.3706973,14.0982858
7832961659,node,Okrepčevalnica Markežič Gracjela Markežič,,,,,,,45.5005306,13.7176329
7836838029,node,Okrepčevalnica Barbera,Goriška cesta,66,Ajdovščina,,https://barbera-ajdovscina.business.site/,regional,45.8857961,13.8931216
7877246591,node,Pizzeria pod skalco,Slovenska cesta,17,Spodnja Idrija,,,,46.032171,14.0233166
7894429836,node,Sintal,,,,,,,46.0781307,14.4903667
7934482173,node,Gostilna in pizzeria Pri Brajdi,Komen,121,Komen,+386 (0)5 9915051,,pizza;regional,45.8175431,13.7433186
7992634821,node,Gostilna Pizzeria Kortina,Cesta borcev,1,Koper,,http://www.gostilnapizzeria-kortina.com,mediterranean;fish,45.5473681,13.766429
7996818771,node,Taverna Kupljen,Svetinje,21,Ivanjkovci,,,regional,46.4693195,16.1721546
8001064109,node,Letni vrt Na livadi,Slomškova ulica,1,Ajdovščina,,,,45.8875083,13.9107707
8007219500,node,Amon,Tovarniška cesta,2,Ajdovščina,,,regional,45.8867033,13.9039088
8039259251,node,Hit Wok,Čopova ulica,4,Ljubljana,,,asian,46.0518324,14.5052411
8041899350,node,NOE Wine Bar & Restaurant,,43d,Volčja Draga,+386 5 99 12 505,,,45.9018907,13.6773222
8084837324,node,Restavracija 123,,,,,,,46.0756994,14.5177552
8093364509,node,Šport center Prodnik,,,,,,,46.3286794,14.860308
8112651861,node,Picerija Fontana,Tovarniška cesta,4a,Ajdovščina,,,pizza,45.8867674,13.9029826
8389809238,node,Gostilnica in picerija Žakelj,,,,,,,45.8969485,14.1974062
8403186444,node,Gostilna Burica,,,,,,,46.1076263,14.5941827
